trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1311 730.00  0.00 800.00 156.00  0
  1  681 380.00  0.00 800.00 156.00  1
  2  737 410.00  0.00 800.00 520.00  0
  3  700 390.00  0.00 800.00 260.00  0
  4  771 430.00  0.00 800.00 156.00  0
  5  806 450.00  0.00 800.00 104.00  0
  6  841 470.00  0.00 800.00 52.00  0
  7  625 350.00  0.00 800.00 52.00  0
  8 1421 790.00  0.00 800.00 520.00  0
  9  696 390.00  0.00 800.00 26.00  1
 10  714 400.00  0.00 800.00 26.00  1
 11  678 380.00  0.00 800.00 26.00  1
 12  661 370.00  0.00 800.00 52.00  1
 13  535 300.00  0.00 800.00 52.00  1
 14  734 410.00  0.00 800.00 104.00  1
 15    0  10.00  0.00 800.00  0.43  1
 16  842 470.00  0.00 800.00 104.00  1
 17    0  20.00  0.00 800.00  0.71  1
 18  861 480.00  0.00 800.00 156.00  1
 19    0  10.00  0.00 800.00  0.71  1
 20  825 460.00  0.00 800.00 156.00  0
 21  897 500.00  0.00 800.00 156.00  1
 22    0  10.00  0.00 800.00  0.43  1
 23  843 470.00  0.00 800.00 156.00  1
 24    0  20.00  0.00 800.00  0.71  1
 25  754 420.00  0.00 800.00 260.00  1
 26  808 450.00  0.00 800.00 260.00  1
 27  826 460.00  0.00 800.00 260.00  1
 28    0  10.00  0.00 800.00  0.43  1
 29  862 480.00  0.00 800.00 260.00  1
 30  755 420.00  0.00 800.00 520.00  1
 31  773 430.00  0.00 800.00 520.00  1
 32    0  10.00  0.00 800.00  0.43  1
 33  863 480.00  0.00 800.00 520.00  1
 34  899 500.00  0.00 800.00 520.00  0
 35  827 460.00  0.00 800.00 520.00  1
 36  881 490.00  0.00 800.00 520.00  0
 37  827 470.00  0.00 800.00 260.00  0
 38    0  10.00  0.00 800.00  0.43  1
 39  791 440.00  0.00 800.00 520.00  1
 40  809 450.00  0.00 800.00 520.00  1
 41  863 480.00  0.00 800.00 520.00  1
