trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  197 110.00  0.00 800.00 520.00  0
  1  714 400.00  0.00 800.00 26.00  0
  2  765 430.00  0.00 800.00 12.90  0
  3  675 380.00  0.00 800.00 12.90  0
  4  746 420.00  0.00 800.00 10.80  0
  5  746 430.00  0.00 800.00 12.90  0
  6  675 380.00  0.00 800.00 12.90  1
  7  746 430.00  0.00 800.00 12.90  0
  8  746 440.00  0.00 800.00  8.60  0
  9  607 340.00  0.00 800.00 52.00  0
 10  764 430.00  0.00 800.00 10.80  0
 11  711 400.00  0.00 800.00 12.90  0
 12  693 390.00  0.00 800.00 12.90  0
 13  586 330.00  0.00 800.00 17.20  0
 14  746 420.00  0.00 800.00 10.80  0
 15  746 440.00  0.00 800.00 12.90  0
 16  141  80.00  0.00 800.00 156.00  1
 17  711 400.00  0.00 800.00 12.90  0
 18  212 120.00  0.00 800.00 104.00  1
 19  765 430.00  0.00 800.00 12.90  0
 20  747 420.00  0.00 800.00 12.90  0
 21  640 360.00  0.00 800.00 17.20  0
 22  729 410.00  0.00 800.00 12.90  0
 23  195 110.00  0.00 800.00 156.00  1
 24  623 350.00  0.00 800.00 21.50  0
 25  765 430.00  0.00 800.00 12.90  0
 26  818 460.00  0.00 800.00 10.80  0
 27  818 480.00  0.00 800.00  8.60  0
 28  747 420.00  0.00 800.00 12.90  0
 29  355 200.00  0.00 800.00 52.00  0
 30  495 280.00  0.00 800.00 12.90  0
 31  783 440.00  0.00 800.00 12.90  0
 32 1014 570.00  0.00 800.00  6.44  0
 33  619 350.00  0.00 800.00  8.60  0
 34  641 360.00  0.00 800.00 21.50  0
 35  801 450.00  0.00 800.00 12.90  0
 36  197 110.00  0.00 800.00 520.00  0
 37  228 130.00  0.00 800.00 26.00  1
 38  228 120.00  0.00 800.00 52.00  0
 39  249 140.00  0.00 800.00 156.00  0
 40 1157 650.00  0.00 800.00  4.30  0
 41  391 220.00  0.00 800.00 52.00  1
