trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  490 280.00  0.00 800.00  3.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  681 380.00  0.00 800.00 156.00  0
  4  626 350.00  0.00 800.00 104.00  1
  5  716 400.00  0.00 800.00 104.00  0
  6  608 340.00  0.00 800.00 104.00  1
  7  734 410.00  0.00 800.00 104.00  0
  8  734 410.00  0.00 800.00 52.00  0
  9 1421 790.00  0.00 800.00 520.00  0
 10  589 330.00  0.00 800.00 52.00  1
 11  625 350.00  0.00 800.00 52.00  1
 12  824 460.00  0.00 800.00 104.00  0
 13  626 350.00  0.00 800.00 104.00  0
 14  679 380.00  0.00 800.00 52.00  1
 15  662 370.00  0.00 800.00 104.00  0
 16  662 380.00  0.00 800.00 156.00  0
 17  697 390.00  0.00 800.00 52.00  1
 18  644 360.00  0.00 800.00 104.00  0
 19  697 400.00  0.00 800.00 26.00  1
 20  715 400.00  0.00 800.00 52.00  1
 21  662 370.00  0.00 800.00 104.00  0
 22  662 370.00  0.00 800.00 52.00  1
 23  662 350.00  0.00 800.00 156.00  0
 24  680 380.00  0.00 800.00 104.00  0
 25  715 400.00  0.00 800.00 52.00  1
 26  662 370.00  0.00 800.00 104.00  0
 27  662 350.00  0.00 800.00 52.00  1
 28  662 370.00  0.00 800.00 52.00  1
 29  662 380.00  0.00 800.00 156.00  0
 30  715 400.00  0.00 800.00 52.00  1
 31  662 390.00  0.00 800.00 52.00  1
 32  662 380.00  0.00 800.00 52.00  1
 33  662 360.00  0.00 800.00 52.00  1
 34  662 380.00  0.00 800.00 52.00  1
 35  662 380.00  0.00 800.00 52.00  1
 36  662 350.00  0.00 800.00 52.00  1
 37  662 380.00  0.00 800.00 156.00  0
 38  662 350.00  0.00 800.00 156.00  0
 39  644 360.00  0.00 800.00 104.00  0
 40  662 390.00  0.00 800.00 156.00  0
 41  662 380.00  0.00 800.00 52.00  1
