trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  749 420.00  0.00 800.00 21.50  0
  1  765 430.00  0.00 800.00 12.90  0
  2  675 380.00  0.00 800.00 12.90  0
  3  746 420.00  0.00 800.00 10.80  0
  4  693 390.00  0.00 800.00 12.90  0
  5  746 410.00  0.00 800.00  8.60  0
  6  732 410.00  0.00 800.00 26.00  0
  7  747 420.00  0.00 800.00 12.90  0
  8  711 400.00  0.00 800.00 12.90  0
  9  693 390.00  0.00 800.00 12.90  0
 10  515 290.00  0.00 800.00 21.50  0
 11   89  50.00  0.00 800.00 520.00  0
 12  283 160.00  0.00 800.00 52.00  0
 13  817 460.00  0.00 800.00  8.60  0
 14   33  20.00  0.00 800.00 156.00  0
 15  942 530.00  0.00 800.00  6.44  0
 16  835 470.00  0.00 800.00  8.60  0
 17  693 390.00  0.00 800.00 12.90  0
 18  586 330.00  0.00 800.00 17.20  1
 19  622 350.00  0.00 800.00 17.20  0
 20  480 270.00  0.00 800.00 26.00  0
 21 1208 680.00  0.00 800.00  1.00  1
 22  764 430.00  0.00 800.00 10.80  0
 23  107  60.00  0.00 800.00 520.00  0
 24 1370 770.00  0.00 800.00  1.00  1
 25 1281 720.00  0.00 800.00  2.00  1
 26  765 430.00  0.00 800.00 12.90  0
 27  213 120.00  0.00 800.00 156.00  0
 28  355 200.00  0.00 800.00 52.00  0
 29  744 420.00  0.00 800.00  6.44  1
 30  335 190.00  0.00 800.00 21.50  0
 31  605 340.00  0.00 800.00 21.50  0
 32  373 210.00  0.00 800.00 52.00  0
 33   85  50.00  0.00 800.00 52.00  0
 34  338 190.00  0.00 800.00 104.00  0
 35  302 170.00  0.00 800.00 104.00  0
 36  570 320.00  0.00 800.00 26.00  0
 37  854 480.00  0.00 800.00 10.80  0
 38  391 220.00  0.00 800.00 52.00  0
 39   67  40.00  0.00 800.00 52.00  0
 40  427 240.00  0.00 800.00 52.00  0
 41  334 190.00  0.00 800.00 17.20  0
