trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  785 440.00  0.00 800.00 21.50  1
  1  737 410.00  0.00 800.00 520.00  0
  2  663 370.00  0.00 800.00 156.00  0
  3  769 430.00  0.00 800.00 52.00  1
  4  716 400.00  0.00 800.00 104.00  1
  5  681 380.00  0.00 800.00 156.00  0
  6  716 410.00  0.00 800.00 52.00  0
  7    0  10.00  0.00 800.00  0.43  1
  8    0  10.00  0.00 800.00  0.71  1
  9  571 320.00  0.00 800.00 52.00  1
 10  896 500.00  0.00 800.00 104.00  0
 11  697 390.00  0.00 800.00 52.00  1
 12  716 400.00  0.00 800.00 104.00  0
 13  715 400.00  0.00 800.00 52.00  1
 14  644 360.00  0.00 800.00 104.00  0
 15  715 420.00  0.00 800.00 26.00  1
 16  644 380.00  0.00 800.00 52.00  1
 17  644 380.00  0.00 800.00 156.00  0
 18  644 340.00  0.00 800.00 52.00  1
 19  644 350.00  0.00 800.00 156.00  0
 20  626 350.00  0.00 800.00 104.00  0
 21  662 370.00  0.00 800.00 104.00  0
 22  662 360.00  0.00 800.00 52.00  1
 23  662 360.00  0.00 800.00 52.00  1
 24  662 360.00  0.00 800.00 156.00  0
 25  715 400.00  0.00 800.00 52.00  1
 26  662 350.00  0.00 800.00 156.00  0
 27  662 390.00  0.00 800.00 156.00  0
 28  662 390.00  0.00 800.00 156.00  0
 29  644 360.00  0.00 800.00 104.00  0
 30  733 410.00  0.00 800.00 52.00  1
 31  662 370.00  0.00 800.00 104.00  0
 32  715 400.00  0.00 800.00 52.00  1
 33  680 380.00  0.00 800.00 104.00  0
 34  680 370.00  0.00 800.00 156.00  0
 35  715 400.00  0.00 800.00 52.00  1
 36  662 370.00  0.00 800.00 104.00  0
 37  715 410.00  0.00 800.00 26.00  1
 38  715 380.00  0.00 800.00 104.00  0
 39  715 380.00  0.00 800.00 104.00  0
 40  715 380.00  0.00 800.00 26.00  1
 41  715 390.00  0.00 800.00 104.00  0
