trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  931 520.00  0.00 800.00 52.00  0
  1  714 400.00  0.00 800.00 26.00  0
  2  765 430.00  0.00 800.00 12.90  0
  3  675 380.00  0.00 800.00 12.90  0
  4  746 420.00  0.00 800.00 10.80  0
  5  746 440.00  0.00 800.00 12.90  0
  6  746 430.00  0.00 800.00  8.60  0
  7  746 440.00  0.00 800.00  8.60  0
  8  817 460.00  0.00 800.00  8.60  0
  9  444 250.00  0.00 800.00 26.00  0
 10  497 280.00  0.00 800.00 21.50  0
 11   71  40.00  0.00 800.00 520.00  0
 12 1334 750.00  0.00 800.00  1.00  1
 13  746 420.00  0.00 800.00 10.80  0
 14  675 380.00  0.00 800.00 12.90  0
 15   33  20.00  0.00 800.00 156.00  1
 16  568 320.00  0.00 800.00 17.20  0
 17 1048 590.00  0.00 800.00  3.00  0
 18  515 290.00  0.00 800.00 21.50  0
 19  515 280.00  0.00 800.00 17.20  0
 20  159  90.00  0.00 800.00 156.00  1
 21  409 230.00  0.00 800.00 52.00  1
 22 1418 790.00  0.00 800.00 104.00  0
 23 1418 780.00  0.00 800.00 52.00  0
 24 1418 790.00  0.00 800.00 156.00  0
 25  838 470.00  0.00 800.00 17.20  0
 26  838 490.00  0.00 800.00 21.50  0
 27  855 480.00  0.00 800.00 12.90  0
 28  890 500.00  0.00 800.00 10.80  0
 29  730 410.00  0.00 800.00 17.20  0
 30  801 450.00  0.00 800.00 12.90  0
 31  801 440.00  0.00 800.00 10.80  0
 32  854 480.00  0.00 800.00 10.80  0
 33  783 440.00  0.00 800.00 12.90  0
 34  940 530.00  0.00 800.00  3.00  0
 35  837 470.00  0.00 800.00 12.90  0
 36  192 110.00  0.00 800.00 26.00  1
 37  872 490.00  0.00 800.00 10.80  0
 38 1371 770.00  0.00 800.00  2.00  0
 39  872 480.00  0.00 800.00  8.60  0
 40  583 330.00  0.00 800.00  8.60  1
 41  197 110.00  0.00 800.00 520.00  1
